N,P,K,temperature,humidity,ph,rainfall,label
97.54,23.56,49.01,27.67,87.09,5.85,23.34,muskmelon
15.48,19.59,9.64,23.88,87.21,6.93,131.95,orange
66.62,42.94,28.66,20.17,66.59,6.86,170.23,maize
107.42,89.36,57.59,25.78,85.9,5.8,118.07,banana
69.99,37.02,41.6,22.15,86.82,6.51,223.65,jute
107.31,39.74,27.3,24.69,56.71,6.65,99.34,coffee
46.79,65.72,11.95,30.91,67.3,7.01,67.44,blackgram
22.22,55.44,20.74,26.74,54.09,7.07,38.64,mothbeans
105.62,20.28,56.98,27.48,92.7,6.73,21.16,muskmelon
46.62,68.5,12.42,27.17,72.74,7.58,72.84,blackgram
23.42,144.77,198.24,23.3,78.65,5.27,74.96,grapes
27.59,141.05,222.69,20.66,77.46,6.33,22.28,grapes
144.8,70.81,30.69,19.61,79.96,7.1,79.63,cotton
26.74,136.2,195.84,23.8,85.81,5.55,73.68,grapes
19.8,49.44,9.89,27.26,46.85,5.56,150.97,pigeonpeas
17.49,11.24,7.36,21.13,86.74,7.43,102.8,orange
14.4,32.34,22.78,27.37,49.09,6.99,56.93,mothbeans
19.66,26.46,27.79,31.28,46.14,6.86,66.81,mango
94.24,46.08,38.53,22.5,81.75,6.62,167.96,jute
22.76,34.15,22.88,28.38,57.54,5.91,90.47,mango
19.51,71.84,21.35,26.76,60.85,6.63,63.41,lentil
22.55,62.23,18.88,28.41,48.2,6.68,50.26,mothbeans
12.72,50.7,20.89,32.82,90.24,6.53,60.27,mungbean
42.14,61.68,47.98,31.19,96.06,6.74,137.3,papaya
12.9,14.58,5.02,24.04,90.35,6.75,94.83,orange
108.68,81.21,44.46,25.73,84.19,5.98,84.08,banana
22.05,12.74,23.44,25.82,99.3,6.14,145.9,coconut
21.87,32.29,31.29,32.11,48.11,5.85,82.35,mango
34.25,71.88,18.78,30.33,68.14,6.64,54.59,blackgram
83.03,40.46,37.35,22.62,62.19,6.32,106.83,maize
109.67,18.11,52.13,27.77,88.85,6.11,42.28,muskmelon
34.65,66.36,18.7,35.99,59.54,7.19,77.25,blackgram
66.73,47.48,45.41,24.3,72.52,6.28,191.26,jute
102.66,93.39,54.44,21.8,83.21,5.78,114.06,banana
17.85,16.57,4.46,21.78,88.5,7.09,111.86,orange
28.46,73.73,21.86,26.65,69.63,6.73,49.27,lentil
75.44,38.22,34.95,21.35,74.99,7.12,91.6,maize
22.2,44.95,22.79,30.74,84.2,6.83,65.71,mungbean
112.68,47.72,51.84,23.52,79.89,6.49,114.54,cotton
114.64,37.58,43.51,26.13,84.66,7.53,112.1,cotton
108.83,34.92,35.26,24.46,55.45,7.5,154.05,coffee
15.61,49.97,19.1,31.8,86.03,6.39,44.3,mungbean
21.7,70.68,24.97,20.17,27.64,5.92,117.48,kidneybeans
45.84,82.47,91.4,13.12,19.9,7.87,70.86,chickpea
23.34,50.54,26.51,25.59,83.71,7.04,71.19,mungbean
17.8,17.85,51.82,12.5,85.22,6.0,81.86,pomegranate
14.64,71.91,14.76,23.44,66.93,5.54,74.93,lentil
19.78,73.99,27.21,25.06,68.86,7.19,32.16,lentil
91.71,46.01,54.57,24.46,74.14,6.47,153.12,rice
105.64,20.12,60.99,27.56,94.73,6.75,53.75,watermelon
78.33,42.11,39.07,26.88,82.59,6.25,142.96,jute
15.26,17.04,39.36,18.51,79.88,5.72,118.0,pomegranate
23.46,58.24,22.68,23.94,58.65,6.07,44.36,lentil
50.3,62.72,23.64,32.72,56.14,7.34,82.38,blackgram
23.97,133.0,191.36,24.65,92.14,6.48,75.47,grapes
20.3,36.13,23.08,28.05,46.3,5.25,67.35,mango
84.13,43.45,57.13,22.19,79.44,6.09,224.64,rice
76.14,60.36,53.68,26.67,80.59,6.16,181.6,jute
112.15,76.6,56.14,27.08,87.46,6.52,108.94,banana
122.04,39.08,52.41,27.85,76.86,7.49,38.12,cotton
79.39,39.62,36.3,21.68,79.33,6.82,148.1,jute
40.09,75.03,68.02,14.07,8.85,7.31,57.63,chickpea
25.39,16.54,33.57,25.21,94.79,5.92,135.11,coconut
18.95,58.85,15.43,27.64,85.35,6.87,41.37,mungbean
17.39,73.25,25.26,26.86,49.27,6.3,152.95,pigeonpeas
101.52,76.05,61.82,27.98,75.96,6.04,107.48,banana
98.04,73.23,46.83,26.19,77.06,5.44,136.85,banana
25.58,79.59,25.03,20.89,67.9,6.66,26.21,lentil
26.3,36.51,27.0,29.4,72.75,6.56,57.81,mungbean
42.94,47.38,56.76,31.74,96.6,6.71,150.37,papaya
22.11,75.55,20.49,24.68,20.49,5.93,89.02,kidneybeans
104.89,14.27,49.01,24.17,71.89,6.55,48.81,watermelon
18.46,12.34,24.84,26.51,96.8,5.57,193.24,coconut
15.34,59.01,20.18,20.35,14.57,5.73,105.28,kidneybeans
81.22,38.14,35.27,20.92,68.8,5.72,110.94,maize
19.34,18.7,31.66,34.28,47.16,5.85,110.13,mango
33.27,136.58,210.3,23.17,80.78,6.39,106.16,grapes
19.4,48.04,24.98,28.72,44.86,6.28,37.69,mothbeans
52.96,66.91,51.05,30.45,92.43,7.74,184.15,papaya
15.07,22.11,5.36,23.85,90.11,6.92,81.52,orange
83.68,46.77,35.43,24.63,87.34,6.62,209.38,rice
31.52,17.61,29.75,24.0,94.02,6.56,221.73,coconut
40.8,65.23,22.55,32.61,60.14,6.81,46.46,blackgram
20.04,71.62,14.94,23.48,53.13,7.27,36.75,lentil
104.28,17.05,47.48,23.87,87.53,6.81,37.43,watermelon
24.3,19.44,32.35,31.23,52.26,5.99,76.33,mango
14.22,31.24,43.12,33.15,49.81,5.35,67.76,mango
18.91,69.22,17.53,28.11,45.5,6.25,162.27,pigeonpeas
19.92,10.17,50.64,19.57,95.25,5.94,124.29,pomegranate
29.21,49.18,21.19,31.09,87.81,6.34,11.42,mungbean
17.42,75.8,23.38,21.12,20.97,6.03,92.13,kidneybeans
21.93,51.9,17.31,29.29,65.33,6.93,50.08,mothbeans
22.43,19.87,31.85,28.66,85.64,5.31,164.07,coconut
26.15,60.55,13.03,21.89,23.97,5.55,73.36,kidneybeans
77.78,28.23,31.88,23.63,86.19,7.5,316.55,rice
30.91,51.05,10.37,22.78,89.67,6.66,65.12,mungbean
67.13,31.23,54.7,28.81,76.14,6.32,213.66,rice
26.8,27.74,39.57,19.4,85.4,6.49,74.71,pomegranate
79.98,63.77,40.45,23.87,89.35,6.58,126.84,jute
25.87,79.01,19.14,22.67,71.75,6.5,50.7,lentil
12.33,48.96,26.44,29.05,56.4,6.13,30.58,mothbeans
24.88,65.76,27.15,29.74,50.46,5.67,196.26,pigeonpeas
21.04,18.84,48.67,20.73,90.17,6.86,149.55,pomegranate
12.07,44.89,27.8,28.61,56.54,6.87,68.55,mothbeans
41.08,64.51,25.75,31.43,60.11,6.69,75.38,blackgram
34.99,55.3,56.11,33.39,98.24,7.0,156.1,papaya
107.77,21.75,30.5,23.18,58.58,6.44,197.31,coffee
90.19,62.32,58.63,27.22,76.27,6.47,87.77,banana
14.2,29.9,27.68,29.66,52.99,5.34,110.41,mango
41.01,63.33,75.77,19.82,11.65,7.72,52.05,chickpea
102.48,18.77,53.03,26.05,85.42,6.6,19.94,muskmelon
23.11,26.97,27.12,30.23,46.42,6.46,80.29,mango
32.11,61.22,17.73,25.29,64.76,6.88,79.76,blackgram
105.15,19.55,50.82,24.05,97.11,6.66,12.97,muskmelon
15.11,89.52,21.88,27.76,52.15,6.75,172.78,pigeonpeas
72.96,57.92,45.19,21.7,68.03,6.23,102.76,maize
25.81,19.37,9.49,19.32,94.86,7.06,118.49,orange
16.93,27.16,27.91,23.75,89.5,5.83,74.75,pomegranate
16.74,14.81,10.99,23.02,92.84,6.39,123.3,orange
19.88,68.4,18.75,27.91,65.02,6.74,39.23,lentil
110.91,15.54,57.05,21.66,82.73,6.92,69.84,watermelon
9.99,36.4,18.34,28.06,79.38,7.48,52.69,mungbean
30.12,24.27,30.82,32.18,91.28,5.3,153.71,coconut
16.6,49.45,23.23,28.11,83.87,6.71,56.14,mungbean
19.76,14.32,26.16,28.07,90.8,5.36,208.95,coconut
14.16,42.36,20.89,25.75,55.64,7.38,37.38,mothbeans
10.99,42.68,28.92,26.74,48.03,7.42,71.1,mothbeans
39.2,60.48,47.24,33.28,96.89,6.85,173.51,papaya
20.9,25.25,28.59,25.28,90.41,6.26,204.92,coconut
77.61,31.81,41.43,23.44,88.8,6.92,214.27,rice
59.55,37.5,37.98,21.18,65.27,6.04,126.23,maize
96.73,20.0,41.82,29.04,81.2,6.5,37.08,watermelon
27.31,137.09,174.93,19.87,87.19,5.93,46.87,grapes
107.5,34.95,18.17,25.82,61.62,6.69,139.61,coffee
14.15,23.05,37.06,17.72,89.78,6.06,59.68,pomegranate
17.95,11.53,50.83,21.23,88.55,6.24,94.36,pomegranate
31.58,66.85,70.27,20.53,13.33,8.42,70.97,chickpea
57.46,35.33,50.89,22.54,67.88,7.13,111.71,maize
23.29,36.47,29.21,34.46,46.33,6.11,104.78,mango
18.68,24.0,53.69,23.28,96.91,6.38,151.75,pomegranate
16.83,41.02,18.55,30.23,92.28,6.82,41.31,mungbean
119.54,54.62,43.21,24.17,72.5,6.04,103.53,cotton
15.76,41.74,20.11,28.95,87.08,6.9,38.59,mungbean
91.99,45.88,50.16,21.11,64.65,6.14,79.1,maize
14.76,60.61,21.06,20.78,23.99,6.16,108.97,kidneybeans
25.48,71.4,13.45,28.22,36.17,5.91,183.14,pigeonpeas
63.87,29.16,28.82,27.04,75.07,6.91,203.7,jute
104.13,21.71,24.92,25.03,63.59,6.34,192.4,coffee
115.32,57.99,48.45,25.09,82.47,7.36,99.39,cotton
68.18,53.96,43.25,24.23,80.09,6.52,173.14,jute
121.01,46.33,44.04,27.67,80.86,6.69,46.64,cotton
19.67,50.3,20.86,26.23,59.31,6.87,81.33,mothbeans
94.26,19.09,48.48,25.48,79.26,6.75,31.31,watermelon
69.84,78.47,52.71,27.93,84.81,5.92,101.69,banana
10.57,63.82,20.28,26.44,47.52,6.2,116.63,pigeonpeas
94.9,55.17,48.53,23.2,68.64,5.65,117.52,maize
16.93,132.09,218.04,22.8,79.62,5.91,80.31,grapes
19.94,23.59,26.84,31.59,44.14,5.98,85.57,mango
74.06,28.43,40.58,21.94,83.16,6.51,264.07,rice
21.18,123.06,180.18,17.5,94.6,5.66,75.58,apple
102.3,75.46,35.3,25.4,76.26,5.69,124.4,banana
83.51,35.24,29.04,24.22,57.33,6.88,143.28,coffee
20.68,46.52,22.35,27.49,58.13,6.99,54.53,mothbeans
20.83,135.64,212.05,20.53,86.66,6.0,108.88,apple
15.71,56.08,13.3,28.14,86.49,7.5,41.66,mungbean
132.96,49.31,43.16,26.3,91.21,7.27,84.71,cotton
23.11,12.98,34.28,28.09,95.66,5.16,171.9,coconut
95.77,78.84,70.06,25.46,77.21,7.32,113.42,banana
116.87,53.92,44.22,27.83,85.49,6.65,122.95,cotton
21.5,123.99,214.69,20.78,98.9,4.95,115.7,apple
14.09,13.04,31.98,19.69,91.25,5.04,107.84,pomegranate
99.57,18.29,33.25,27.8,50.55,6.53,132.53,coffee
35.52,68.25,77.98,15.64,15.84,7.38,64.66,chickpea
21.33,17.95,6.48,24.4,89.94,7.28,73.21,orange
48.21,70.1,21.45,33.0,59.67,6.88,70.37,blackgram
122.33,48.05,43.13,28.33,76.25,7.36,78.73,cotton
29.9,68.24,88.23,11.36,18.38,7.78,76.94,chickpea
75.89,48.85,43.43,26.07,82.92,5.89,145.27,rice
66.06,44.74,55.09,22.94,79.19,6.74,171.74,jute
40.3,57.69,35.01,32.64,88.74,6.61,216.09,papaya
18.42,76.43,21.0,31.94,50.02,5.88,149.12,pigeonpeas
81.89,24.49,34.86,25.0,50.1,6.97,161.01,coffee
81.25,16.63,53.22,25.1,91.72,6.17,26.41,watermelon
28.63,65.5,90.86,19.52,17.78,7.21,72.32,chickpea
66.25,38.09,37.87,23.46,79.22,6.74,240.51,rice
16.6,12.4,10.93,21.63,92.03,7.39,112.34,orange
46.58,75.44,19.7,36.48,72.33,7.23,54.86,blackgram
99.84,71.06,48.64,25.13,78.61,4.98,82.44,banana
101.33,17.79,57.02,26.15,87.21,6.79,29.1,watermelon
26.52,61.08,25.05,24.28,55.44,5.84,118.14,pigeonpeas
121.83,34.12,34.19,24.0,85.99,6.89,66.75,cotton
81.67,46.63,36.38,22.93,80.06,6.89,177.93,jute
105.18,36.47,27.9,22.66,57.46,7.55,124.17,coffee
20.67,47.47,17.07,28.97,85.8,6.77,12.64,mungbean
92.55,85.44,39.26,27.03,82.86,6.36,89.72,banana
25.43,42.25,21.56,29.52,83.42,7.0,53.84,mungbean
79.82,37.34,30.52,26.04,72.33,6.61,165.22,jute
22.73,156.75,197.08,25.11,85.23,6.29,75.21,grapes
23.56,33.15,15.44,29.35,49.34,6.09,84.69,mango
85.52,16.77,58.63,25.53,91.02,6.35,18.02,muskmelon
17.98,146.5,190.43,24.15,98.07,5.79,132.88,apple
113.36,44.58,48.63,25.02,89.13,7.17,88.64,cotton
113.55,18.83,44.68,25.32,80.86,6.67,57.18,watermelon
105.08,21.03,38.99,26.1,71.68,6.39,205.48,coffee
27.45,80.74,22.16,25.14,64.47,6.4,43.41,lentil
26.12,10.85,2.13,27.34,93.25,7.18,105.9,orange
85.4,45.03,36.25,21.53,63.71,6.06,144.28,maize
45.62,51.23,54.8,31.63,89.73,6.48,118.38,papaya
11.84,21.12,36.51,17.74,88.55,5.77,100.87,pomegranate
49.35,73.39,37.43,32.44,97.15,6.6,138.72,papaya
22.83,28.89,21.62,32.04,41.52,6.05,84.86,mango
11.49,64.11,18.35,25.16,66.95,7.35,59.78,lentil
50.35,59.25,53.89,30.63,92.04,7.25,194.94,papaya
131.89,57.61,42.12,24.78,83.87,6.44,60.71,cotton
26.24,83.4,20.78,29.89,64.74,7.28,40.59,lentil
126.98,49.27,30.82,24.54,81.05,7.05,91.36,cotton
11.0,19.93,39.93,26.74,88.73,6.58,77.32,pomegranate
20.28,19.61,23.64,29.34,93.96,5.78,154.21,coconut
72.27,44.46,33.35,22.91,75.12,6.16,95.08,maize
87.91,51.99,36.33,22.15,83.57,6.38,238.08,rice
68.33,50.46,35.23,26.03,78.93,6.89,132.69,jute
20.15,57.67,32.38,29.43,45.86,7.1,63.76,mothbeans
12.77,30.6,30.25,30.17,57.67,5.23,127.88,mango
13.88,131.98,229.56,22.6,86.32,5.81,70.99,grapes
105.33,45.54,41.9,22.35,81.52,7.42,103.46,cotton
22.74,16.59,28.18,24.88,93.93,5.82,193.46,coconut
93.54,24.47,29.53,20.15,75.23,6.34,119.18,maize
92.85,20.3,46.58,32.5,93.66,6.1,21.33,muskmelon
89.74,16.16,37.96,28.59,84.38,6.56,11.49,muskmelon
20.49,11.62,6.68,25.98,99.3,7.4,136.39,orange
17.11,60.95,22.24,29.55,38.49,7.41,73.03,mothbeans
28.99,48.28,25.4,26.85,81.38,6.24,51.75,mungbean
129.01,50.4,49.82,23.82,79.06,7.27,98.18,cotton
28.24,24.07,13.5,26.08,85.84,6.43,103.57,orange
26.18,34.29,27.29,31.39,38.82,5.84,79.12,mango
93.29,46.85,46.73,24.11,93.64,6.4,119.86,rice
84.93,46.07,47.0,21.69,75.18,5.97,128.31,maize
21.49,72.41,14.84,27.02,48.3,6.74,206.73,pigeonpeas
23.09,41.88,25.6,29.02,57.34,5.32,91.06,mango
35.25,65.4,84.08,17.68,15.42,7.89,77.72,chickpea
86.96,23.26,24.86,27.21,67.92,5.93,205.94,coffee
15.77,11.45,12.12,22.73,92.22,7.51,136.64,orange
18.06,22.55,31.04,31.03,48.6,6.21,72.97,mango
28.06,135.51,202.49,26.76,88.06,6.46,78.22,grapes
77.25,51.96,33.07,24.94,73.59,6.33,206.51,rice
98.29,85.42,59.91,24.34,82.85,6.41,101.27,banana
95.53,49.79,42.39,25.86,82.86,6.82,146.02,jute
102.14,80.66,54.39,27.4,81.03,5.42,114.85,banana
16.78,69.72,15.62,25.76,43.49,5.52,180.93,pigeonpeas
7.16,14.74,9.64,20.28,98.05,6.76,105.25,orange
40.58,57.64,93.65,21.36,18.19,6.76,84.21,chickpea
98.97,14.26,51.4,21.63,76.82,6.05,55.19,watermelon
21.68,94.82,18.39,23.64,69.46,7.56,57.7,lentil
73.46,34.7,38.0,26.09,79.67,6.26,129.31,jute
20.43,64.91,19.36,22.57,74.69,7.12,54.04,lentil
19.78,120.52,202.6,22.17,90.77,6.24,101.66,apple
119.41,23.84,29.43,27.09,57.53,7.04,182.41,coffee
22.69,44.41,16.02,24.63,90.84,6.88,45.31,mungbean
26.78,61.04,16.84,21.23,12.69,5.06,99.39,kidneybeans
71.3,50.35,44.11,23.99,77.03,6.63,158.44,jute
50.17,72.72,53.7,31.27,86.24,6.62,163.29,papaya
44.63,68.7,81.76,17.22,22.91,6.94,68.25,chickpea
23.94,19.18,11.89,18.42,88.07,7.55,84.88,orange
97.41,22.19,72.63,27.44,82.17,6.75,59.08,watermelon
92.44,13.05,51.07,32.72,95.0,6.55,28.59,muskmelon
65.1,43.16,43.99,26.89,55.36,6.94,103.75,maize
110.86,43.55,40.7,22.5,81.35,7.06,63.07,cotton
35.44,71.13,22.42,28.41,42.95,5.82,133.81,pigeonpeas
136.3,45.14,57.77,23.23,87.46,6.25,75.84,cotton
26.43,15.69,38.11,25.61,94.77,5.66,192.64,coconut
22.08,46.71,21.16,29.46,86.3,6.44,73.41,mungbean
14.79,77.99,18.78,23.03,60.75,6.68,66.91,lentil
109.88,30.19,30.28,27.25,56.02,6.55,200.18,coffee
23.96,42.81,17.23,27.3,53.55,6.15,33.76,mothbeans
70.59,36.03,27.4,24.27,79.65,7.17,193.88,jute
137.29,39.91,39.54,24.84,83.1,7.17,65.77,cotton
17.8,22.34,43.16,27.69,96.26,6.72,179.0,pomegranate
20.58,74.56,20.68,29.46,49.05,5.95,180.93,pigeonpeas
19.79,19.05,21.15,30.15,94.54,6.04,196.75,coconut
47.3,42.93,54.13,33.24,88.03,7.01,108.04,papaya
96.82,60.26,34.43,27.55,80.29,7.12,198.65,jute
13.53,20.8,30.31,31.74,39.79,6.0,78.61,mango
84.92,50.55,24.03,21.27,49.74,6.22,99.88,maize
85.73,49.1,22.48,24.68,80.63,6.56,179.81,jute
125.24,32.43,33.65,24.33,79.83,6.7,115.3,cotton
83.95,19.29,50.71,27.14,84.7,6.52,57.11,watermelon
20.04,62.72,12.69,28.56,53.52,6.34,102.78,pigeonpeas
104.89,31.64,27.72,23.47,58.54,7.17,157.49,coffee
20.74,26.86,44.06,16.44,83.08,5.8,102.29,pomegranate
97.42,24.73,34.04,24.69,64.3,6.34,157.52,coffee
17.67,43.14,27.29,23.38,80.99,7.79,56.86,mungbean
52.41,53.72,47.02,34.71,96.36,6.73,113.12,papaya
108.56,19.92,57.79,26.97,92.85,6.43,35.08,watermelon
15.74,69.08,21.29,27.97,51.02,5.66,108.5,pigeonpeas
86.22,22.23,53.71,23.28,82.18,6.17,40.37,watermelon
87.37,51.78,40.74,17.04,58.03,6.82,30.55,maize
20.66,30.16,31.82,32.08,51.22,6.14,62.46,mango
18.17,124.84,184.02,24.91,72.16,5.6,36.47,grapes
12.31,54.82,26.56,28.26,87.46,7.15,41.0,mungbean
71.25,41.27,48.71,22.01,67.38,6.54,90.63,maize
30.07,55.1,20.2,31.05,71.42,7.3,75.97,blackgram
14.44,122.03,195.84,21.45,93.01,6.07,106.26,apple
112.18,42.24,39.38,24.13,73.75,6.0,89.24,cotton
18.73,10.79,47.61,20.69,95.79,5.9,105.6,pomegranate
97.68,56.03,17.2,21.37,63.85,5.32,102.35,maize
21.67,14.35,14.6,22.91,97.0,7.2,107.45,orange
23.23,54.47,17.09,27.03,56.29,6.99,46.79,lentil
17.9,18.27,26.18,31.58,93.56,5.33,145.47,coconut
34.77,69.72,71.8,20.72,12.19,7.19,68.28,chickpea
30.2,77.27,102.86,19.1,19.33,7.1,43.8,chickpea
55.39,64.41,20.46,33.99,62.7,7.83,68.08,blackgram
18.7,74.76,24.37,25.04,43.87,6.04,200.78,pigeonpeas
83.34,45.13,46.03,22.85,51.44,6.53,75.45,maize
33.05,142.66,192.36,21.94,84.52,5.89,75.94,grapes
50.94,61.18,97.83,20.99,20.88,7.31,75.66,chickpea
102.67,13.74,51.37,30.41,94.12,6.8,20.37,muskmelon
22.66,77.7,26.23,25.71,64.78,7.3,58.88,lentil
34.7,83.38,89.02,18.29,13.24,7.09,81.47,chickpea
82.49,12.51,32.42,31.46,98.11,6.66,26.35,muskmelon
45.52,60.67,46.46,32.71,88.84,6.74,157.6,papaya
18.99,20.13,8.83,23.49,90.76,7.18,102.47,orange
38.92,67.29,14.92,31.78,63.72,7.0,77.13,blackgram
53.7,52.47,53.73,33.83,91.24,6.93,105.81,papaya
86.41,23.28,27.75,24.19,56.64,6.14,140.22,coffee
23.54,18.71,31.18,35.28,44.79,5.78,123.27,mango
18.87,11.37,2.53,21.66,90.57,6.42,113.54,orange
90.3,17.0,56.68,29.83,95.18,6.62,32.24,muskmelon
26.43,51.72,13.6,17.94,21.75,5.65,132.98,kidneybeans
26.95,146.9,191.65,25.11,84.16,6.0,42.52,grapes
43.64,52.42,50.11,32.92,91.26,6.32,172.97,papaya
16.23,58.78,15.25,28.5,63.76,7.18,16.25,lentil
17.38,134.53,204.49,19.45,91.03,5.99,97.76,apple
15.75,49.99,17.4,32.52,81.48,6.41,33.45,mungbean
76.84,39.87,33.18,24.76,85.89,6.53,245.09,rice
22.13,58.15,18.14,31.36,88.8,6.11,31.47,mungbean
16.03,12.01,14.86,22.51,89.5,7.57,121.59,orange
29.85,122.09,191.53,25.12,88.17,5.54,60.77,grapes
73.32,44.35,48.15,27.83,73.89,6.62,200.18,jute
22.24,146.54,187.12,22.49,93.15,6.35,119.38,apple
16.11,15.85,18.42,23.92,98.76,5.95,164.39,coconut
19.89,28.91,27.63,27.67,49.16,5.93,108.52,mango
104.71,43.31,30.64,24.08,56.61,6.21,202.47,coffee
15.81,16.48,16.31,24.11,88.62,7.61,82.9,orange
115.57,37.7,35.75,23.1,83.18,7.42,74.05,cotton
17.93,53.17,18.91,28.92,81.82,6.68,36.52,mungbean
27.14,41.05,20.57,29.14,78.22,6.17,48.18,mungbean
21.25,139.67,212.24,23.62,80.24,6.45,99.95,grapes
12.57,67.74,16.16,20.17,18.82,5.36,109.69,kidneybeans
16.43,49.11,13.47,30.38,91.29,6.81,20.21,mungbean
90.26,17.37,58.77,31.08,94.02,7.36,21.44,muskmelon
94.64,14.47,48.43,23.46,91.63,6.91,41.23,muskmelon
36.1,61.8,19.63,29.18,59.34,6.97,73.09,blackgram
17.41,148.46,200.89,24.41,71.94,5.76,78.3,grapes
56.58,64.78,55.94,32.54,91.18,6.44,147.19,papaya
21.36,15.74,47.64,18.72,93.89,5.8,117.74,pomegranate
81.08,18.48,57.58,26.19,82.92,6.12,51.97,watermelon
99.89,11.64,52.71,24.24,93.39,5.91,21.16,muskmelon
83.46,18.83,44.63,28.43,92.6,5.74,25.81,muskmelon
111.54,18.24,46.76,27.35,86.71,7.16,19.59,muskmelon
65.38,34.33,44.08,25.78,85.31,6.59,132.08,jute
25.97,145.29,191.48,15.59,89.3,6.02,111.67,apple
29.68,12.7,0.0,20.89,93.94,7.01,85.69,orange
124.74,20.11,48.15,23.78,84.79,6.55,45.97,watermelon
106.16,26.7,33.29,24.87,54.43,6.37,147.25,coffee
96.46,30.47,27.78,26.31,64.39,7.24,125.45,coffee
22.42,15.61,6.72,23.76,91.84,7.74,125.77,orange
96.39,69.92,55.37,25.87,77.97,5.81,129.71,banana
44.07,77.73,12.94,29.75,67.18,7.45,62.85,blackgram
19.92,130.84,186.78,22.99,90.81,5.69,111.12,apple
13.39,20.34,22.19,30.9,91.08,6.49,164.05,coconut
25.2,59.51,56.52,32.64,90.16,6.59,156.8,papaya
18.93,24.76,28.92,32.45,55.04,5.4,110.25,mango
109.24,66.25,39.43,26.54,76.24,5.88,79.72,banana
22.88,35.03,19.27,30.7,63.95,6.41,46.06,mothbeans
12.28,9.5,10.77,20.77,91.97,7.06,113.66,orange
51.94,60.07,65.34,32.14,98.42,6.75,185.35,papaya
128.9,58.69,44.66,23.93,83.52,6.67,83.34,cotton
62.94,27.07,43.86,21.95,69.18,6.89,210.89,rice
86.2,89.58,42.72,28.82,78.95,5.82,137.18,banana
19.48,42.14,27.52,30.47,52.7,7.42,21.45,mothbeans
18.69,59.24,12.28,26.33,64.64,7.25,39.6,lentil
101.62,20.16,56.37,27.61,94.22,6.22,30.37,muskmelon
22.72,15.59,37.86,29.02,95.16,5.49,150.28,coconut
94.6,87.54,64.9,27.94,82.83,6.27,75.78,banana
28.87,79.51,78.85,18.87,26.3,7.91,73.87,chickpea
25.1,76.28,25.23,19.06,21.33,6.1,112.83,kidneybeans
20.09,59.69,17.32,22.44,67.79,7.31,57.89,lentil
14.95,79.04,16.69,21.0,26.26,5.95,106.89,kidneybeans
100.37,20.86,33.75,25.37,59.57,7.0,139.73,coffee
94.29,80.31,41.9,28.67,84.23,6.3,115.75,banana
94.93,18.84,52.65,28.14,95.18,5.87,14.35,muskmelon
25.58,23.61,35.9,16.81,92.3,4.84,136.75,pomegranate
24.21,151.6,177.59,23.39,94.16,6.01,145.86,apple
16.27,10.42,32.75,27.57,94.42,5.91,156.43,coconut
22.37,85.35,9.02,28.56,48.37,7.28,45.9,lentil
51.79,74.1,47.41,34.07,92.1,6.71,138.87,papaya
22.78,45.87,26.23,27.88,53.08,7.16,40.09,mothbeans
31.76,61.2,21.85,26.29,73.65,7.35,81.49,blackgram
28.44,12.82,26.61,25.34,90.87,6.4,167.69,coconut
49.46,65.41,78.37,16.53,14.68,7.58,85.12,chickpea
63.47,56.81,32.3,24.6,76.9,6.58,148.46,jute
51.05,49.39,48.23,33.82,98.31,6.59,156.77,papaya
28.2,62.89,21.46,24.79,17.77,5.04,130.73,kidneybeans
24.0,69.21,13.25,26.38,44.52,6.35,184.35,pigeonpeas
21.13,12.63,10.29,27.21,90.59,6.82,132.15,orange
18.82,86.67,26.96,18.29,24.59,5.47,69.47,kidneybeans
25.15,147.97,206.48,27.78,94.01,5.92,117.81,apple
23.22,30.9,23.7,32.35,52.73,6.4,106.38,mango
103.1,19.79,52.03,27.8,90.96,6.62,30.21,muskmelon
75.72,43.35,48.79,26.97,80.18,6.97,199.69,jute
21.64,23.2,32.55,28.83,53.8,6.35,127.62,mango
96.53,20.69,36.23,24.52,82.62,6.88,59.07,watermelon
91.15,43.07,38.95,23.7,91.76,7.54,202.78,rice
76.64,45.59,47.65,25.21,80.67,6.04,148.0,jute
12.23,28.52,29.73,31.26,50.21,5.9,121.75,mango
25.53,64.37,17.89,28.96,45.77,5.98,101.56,pigeonpeas
15.87,66.83,17.07,20.54,18.2,5.73,114.0,kidneybeans
41.6,67.97,8.91,29.84,61.99,6.63,89.51,blackgram
22.32,71.52,12.94,30.27,68.23,7.34,49.94,blackgram
85.02,95.97,53.37,27.91,95.58,6.13,78.95,banana
16.43,64.58,8.7,27.86,61.15,6.58,31.84,lentil
27.86,79.56,15.01,19.3,23.92,6.81,134.6,kidneybeans
111.67,83.67,38.05,26.77,80.97,5.54,97.8,banana
26.45,131.99,192.76,23.41,78.55,6.36,44.47,grapes
13.16,59.15,16.38,26.29,40.83,5.43,124.34,pigeonpeas
20.13,78.1,21.15,24.5,60.22,7.25,8.42,lentil
19.5,25.22,31.31,28.19,95.44,6.1,144.63,pomegranate
101.66,48.26,40.31,23.1,80.86,6.62,90.22,cotton
45.21,67.93,84.11,16.74,25.92,6.67,105.22,chickpea
78.82,42.8,24.12,20.21,63.16,5.86,134.54,maize
26.62,146.98,223.85,22.39,95.05,5.22,121.6,apple
